,Date,Current Value,Change,% Change,Market Status
0,2020-05-14 01:02:08,1334.01,-41.17,-2.99,Open
1,2020-05-14 01:02:16,1334.01,-41.17,-2.99,Open
2,2020-05-14 01:02:24,1334.52,-40.66,-2.96,Open
3,2020-05-14 01:02:31,1334.52,-40.66,-2.96,Open
4,2020-05-14 01:02:40,1334.52,-40.66,-2.96,Open
5,2020-05-14 01:02:47,1335.0,-40.18,-2.92,Open
6,2020-05-14 01:02:56,1334.59,-40.59,-2.95,Open
